temperature,feels_like,humidity,wind_speed,weather_condition,season,age_range,style_preference,temperature_sensitivity,formality_preference,item_name,category,min_temp,max_temp,warmth_level,formality_level,item_style,is_recommended
14.8,14.7,79,1.0,clouds,autumn,45+,casual,normal,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,1
10.8,9.5,32,8.4,snow,winter,25-35,casual,warm,formal,Light Jacket,outerwear,10,20,4,6,casual,1
28.9,29.2,51,10.7,clear,summer,18-25,sporty,very_warm,informal,Swim Shorts,lower,28,45,1,1,sporty,1
28.9,25.2,60,11.6,clear,summer,18-25,elegant,cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
26.8,28.1,68,7.1,clouds,summer,35-45,business,very_warm,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,0
0.6,-0.8,55,10.3,clear,winter,45+,elegant,normal,semi_formal,Polo Shirt,upper,15,28,2,6,casual,0
4.0,0.3,73,12.1,clouds,spring,35-45,sporty,very_warm,formal,Suit,upper,15,28,3,10,business,0
6.8,2.0,55,10.5,clouds,spring,18-25,elegant,normal,formal,Chinos,lower,10,28,3,7,business,1
10.3,10.1,49,0.6,drizzle,spring,35-45,elegant,very_cold,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
35.1,32.9,63,10.6,rain,summer,45+,elegant,very_cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
0.1,-0.3,55,12.6,clouds,autumn,25-35,sporty,very_warm,semi_formal,Jeans,lower,-5,25,4,5,casual,1
18.5,20.2,42,3.0,clear,spring,45+,casual,very_cold,formal,Polo Shirt,upper,15,28,2,6,casual,1
17.5,16.5,40,5.0,clouds,spring,45+,elegant,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,0
25.1,22.5,44,8.9,clouds,summer,18-25,elegant,very_warm,formal,Swim Shorts,lower,28,45,1,1,sporty,0
27.9,26.0,92,3.7,rain,autumn,35-45,elegant,very_warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
22.4,22.6,90,10.0,clouds,spring,25-35,elegant,cold,semi_formal,Polo Shirt,upper,15,28,2,6,casual,1
16.1,17.4,59,4.7,clouds,autumn,45+,casual,very_cold,semi_formal,Raincoat,outerwear,5,25,3,4,casual,1
1.8,-0.0,77,7.5,clear,summer,45+,casual,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
16.9,14.4,50,0.2,clear,spring,45+,sporty,very_cold,informal,Summer Dress,upper,20,35,1,6,elegant,0
4.4,5.0,38,6.7,clouds,autumn,35-45,sporty,cold,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,0
11.0,10.9,92,14.5,clouds,spring,25-35,elegant,cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
6.5,7.1,48,6.8,clear,spring,18-25,sporty,very_cold,informal,Gloves,accessories,-30,5,8,5,casual,1
15.3,12.5,42,12.2,snow,winter,18-25,sporty,normal,informal,Jeans,lower,-5,25,4,5,casual,1
-11.4,-12.9,43,5.7,clouds,winter,25-35,elegant,very_cold,formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
4.4,2.0,69,9.9,clear,autumn,45+,elegant,normal,formal,Winter Boots,footwear,-30,5,9,5,casual,0
23.3,22.9,83,5.3,rain,summer,35-45,sporty,very_warm,formal,Wool Coat,outerwear,-15,5,8,8,business,0
-19.5,-19.4,78,4.2,clouds,winter,35-45,elegant,normal,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-6.7,-6.3,87,0.7,clear,winter,35-45,elegant,cold,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
6.4,6.5,59,3.4,clouds,winter,35-45,business,very_cold,formal,Suit,upper,15,28,3,10,business,0
-0.5,-3.9,53,10.4,drizzle,autumn,35-45,sporty,cold,formal,Sneakers,footwear,5,35,3,4,casual,0
27.1,25.6,87,4.0,clouds,summer,18-25,sporty,very_cold,informal,Light Jacket,outerwear,10,20,4,6,casual,0
9.3,6.3,87,4.5,snow,spring,18-25,elegant,warm,semi_formal,Tank Top,upper,25,45,1,2,casual,0
29.4,25.4,58,13.2,clouds,summer,45+,elegant,normal,formal,Suit,upper,15,28,3,10,business,1
-0.7,-2.6,85,2.6,clouds,winter,18-25,elegant,warm,semi_formal,Swim Shorts,lower,28,45,1,1,sporty,0
34.4,32.3,54,12.8,clouds,summer,45+,casual,very_cold,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,1
2.1,4.5,58,3.0,rain,autumn,25-35,sporty,very_warm,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,0
3.7,2.4,72,6.0,clear,spring,25-35,elegant,warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
17.2,12.4,48,9.2,clear,summer,35-45,elegant,normal,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
10.9,10.0,52,3.7,snow,spring,45+,sporty,very_warm,formal,Swim Shorts,lower,28,45,1,1,sporty,0
-4.8,-5.4,31,3.4,snow,winter,45+,sporty,very_cold,formal,Dress Pants,lower,10,30,3,9,business,0
15.8,14.1,85,2.4,rain,summer,25-35,casual,warm,formal,Raincoat,outerwear,5,25,3,4,casual,1
24.0,24.8,45,1.3,clouds,summer,18-25,casual,very_warm,informal,Blazer,outerwear,15,28,3,9,business,1
-0.5,-3.2,91,3.6,clouds,spring,45+,casual,normal,formal,Baseball Cap,accessories,15,40,0,3,sporty,0
-2.5,-6.8,57,8.3,snow,winter,45+,casual,very_warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
18.6,14.1,39,11.7,clouds,spring,45+,casual,warm,formal,Jeans,lower,-5,25,4,5,casual,1
20.3,19.0,35,12.2,clouds,summer,25-35,elegant,normal,formal,Winter Jacket,outerwear,-5,10,7,5,casual,0
22.3,21.1,86,2.7,clouds,summer,45+,elegant,very_cold,formal,Raincoat,outerwear,5,25,3,4,casual,0
5.4,4.8,94,6.4,clouds,spring,25-35,casual,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
-11.0,-9.6,35,2.4,clouds,winter,25-35,elegant,normal,semi_formal,Sneakers,footwear,5,35,3,4,casual,0
12.7,11.4,32,1.9,clouds,autumn,35-45,elegant,very_warm,informal,Oxford Shoes,footwear,5,35,2,10,business,1
24.6,19.5,55,11.1,clear,summer,35-45,business,warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
17.9,17.2,53,0.4,clouds,spring,18-25,business,very_warm,semi_formal,Dress Pants,lower,10,30,3,9,business,1
17.3,19.9,62,2.2,clear,summer,45+,casual,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
29.5,25.5,35,6.5,clouds,spring,45+,elegant,very_cold,semi_formal,Suit,upper,15,28,3,10,business,0
-7.1,-7.2,37,12.6,clouds,winter,45+,elegant,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
24.1,24.9,69,7.8,clear,spring,45+,sporty,very_warm,informal,Polo Shirt,upper,15,28,2,6,casual,1
35.0,31.5,93,10.5,clear,summer,18-25,business,very_cold,informal,Raincoat,outerwear,5,25,3,4,casual,0
3.5,2.7,52,9.3,clear,autumn,18-25,sporty,very_cold,informal,Down Jacket,outerwear,-25,5,9,5,casual,1
16.0,14.5,49,9.4,clouds,summer,45+,casual,very_cold,formal,Jeans,lower,-5,25,4,5,casual,1
30.7,28.0,69,4.4,clouds,summer,35-45,casual,very_cold,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
17.2,17.6,59,1.9,clear,summer,45+,business,cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
31.2,28.4,50,10.2,clouds,summer,18-25,elegant,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,1
-1.1,-4.5,73,11.9,clear,spring,25-35,sporty,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
0.2,0.6,63,8.9,clouds,winter,35-45,business,normal,formal,Swim Shorts,lower,28,45,1,1,sporty,0
6.0,5.3,50,3.5,clear,autumn,18-25,sporty,very_cold,informal,Winter Hat,accessories,-30,5,8,4,casual,1
16.1,14.9,84,14.3,clouds,summer,45+,elegant,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
33.5,31.6,40,2.3,rain,summer,45+,elegant,very_cold,informal,Suit,upper,15,28,3,10,business,0
13.4,8.3,44,11.8,drizzle,spring,18-25,business,very_warm,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,0
13.4,11.6,60,9.5,clear,spring,18-25,casual,normal,formal,Umbrella,accessories,-10,35,0,5,casual,1
11.9,10.5,49,3.4,clear,autumn,18-25,business,very_warm,semi_formal,Blazer,outerwear,15,28,3,9,business,0
12.6,8.8,40,13.4,rain,autumn,45+,casual,very_cold,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,0
21.6,17.5,93,13.7,drizzle,spring,18-25,elegant,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,0
8.4,7.5,65,8.0,clear,summer,35-45,business,very_warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
12.2,8.2,70,6.0,clear,winter,35-45,business,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
2.4,-0.9,53,9.7,clear,spring,45+,sporty,warm,formal,Dress Pants,lower,10,30,3,9,business,0
3.6,0.3,62,5.7,snow,autumn,18-25,elegant,cold,semi_formal,Gloves,accessories,-30,5,8,5,casual,1
11.5,11.6,68,3.1,snow,autumn,45+,casual,very_cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
18.3,19.0,46,9.6,clouds,spring,18-25,casual,very_cold,formal,Waterproof Boots,footwear,0,20,5,5,casual,1
-1.4,-0.8,39,1.5,clear,winter,25-35,business,warm,informal,Winter Jacket,outerwear,-5,10,7,5,casual,1
-10.3,-14.5,48,11.5,clear,winter,25-35,elegant,normal,semi_formal,Cardigan,upper,5,18,5,6,casual,0
2.7,1.2,69,12.0,snow,winter,45+,casual,normal,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-3.9,-4.4,86,13.2,rain,autumn,18-25,business,cold,semi_formal,Suit,upper,15,28,3,10,business,0
8.9,10.5,62,6.7,clear,autumn,45+,casual,very_cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
-8.1,-5.8,57,2.1,clear,winter,25-35,casual,cold,semi_formal,Jeans,lower,-5,25,4,5,casual,1
25.5,24.2,34,12.6,clouds,summer,25-35,business,warm,informal,Umbrella,accessories,-10,35,0,5,casual,1
-14.1,-16.4,51,14.3,clouds,winter,35-45,sporty,cold,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,1
15.3,17.8,79,0.7,clear,spring,45+,sporty,very_warm,formal,Hoodie,upper,8,20,5,3,sporty,1
5.1,6.1,60,6.7,clouds,winter,25-35,business,normal,formal,Blazer,outerwear,15,28,3,9,business,1
25.9,25.3,56,7.0,clouds,spring,35-45,elegant,cold,informal,Sandals,footwear,22,45,1,2,casual,0
5.4,2.7,50,2.2,clear,winter,35-45,business,warm,informal,Oxford Shoes,footwear,5,35,2,10,business,1
8.4,8.3,48,12.7,clouds,autumn,45+,casual,normal,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,1
18.7,17.1,33,14.8,clear,spring,18-25,sporty,very_cold,informal,Suit,upper,15,28,3,10,business,0
-0.7,-4.9,88,10.0,rain,spring,25-35,elegant,very_warm,informal,Down Jacket,outerwear,-25,5,9,5,casual,0
1.8,2.1,87,6.3,clouds,autumn,18-25,business,very_warm,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
22.7,19.7,48,7.3,rain,summer,45+,casual,very_cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,1
8.7,9.7,87,8.3,rain,autumn,45+,casual,very_cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
12.1,12.2,88,7.1,clear,spring,25-35,sporty,very_warm,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,0
21.4,16.4,55,14.8,clouds,spring,35-45,business,normal,formal,Raincoat,outerwear,5,25,3,4,casual,1
9.3,3.9,88,12.9,clouds,spring,35-45,elegant,normal,informal,Wool Coat,outerwear,-15,5,8,8,business,0
23.0,19.1,39,10.8,rain,autumn,45+,casual,warm,formal,Denim Jacket,outerwear,12,22,3,5,casual,1
2.8,0.5,77,7.2,clear,winter,35-45,business,cold,informal,Raincoat,outerwear,5,25,3,4,casual,0
8.7,5.7,55,9.9,clouds,spring,18-25,elegant,normal,formal,Light Jacket,outerwear,10,20,4,6,casual,0
-16.1,-15.4,91,6.4,clouds,winter,45+,elegant,very_cold,informal,Scarf,accessories,-30,10,7,6,elegant,1
-17.0,-14.7,30,1.1,snow,winter,18-25,elegant,warm,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
20.5,21.7,92,5.9,clear,spring,25-35,sporty,cold,formal,Winter Hat,accessories,-30,5,8,4,casual,0
16.2,12.2,91,10.9,clear,summer,45+,sporty,very_warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
8.3,7.7,41,2.6,snow,autumn,18-25,elegant,very_warm,formal,Scarf,accessories,-30,10,7,6,elegant,1
25.2,26.6,33,2.6,clouds,spring,25-35,business,cold,semi_formal,Scarf,accessories,-30,10,7,6,elegant,0
-3.9,-4.4,86,13.2,rain,autumn,18-25,business,cold,semi_formal,Dress Pants,lower,10,30,3,9,business,0
25.1,24.0,48,4.4,clear,summer,18-25,elegant,very_cold,informal,Shorts,lower,20,40,1,3,casual,1
3.3,0.3,75,1.4,snow,autumn,25-35,sporty,normal,formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
3.6,0.7,81,14.9,clouds,autumn,25-35,sporty,normal,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
14.6,14.5,73,6.9,rain,spring,18-25,elegant,cold,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,0
-9.2,-7.7,92,2.7,clouds,autumn,18-25,elegant,very_cold,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
3.7,2.4,52,9.2,clear,winter,25-35,casual,cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,1
1.7,2.3,74,0.8,clouds,spring,18-25,sporty,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
17.6,14.6,42,12.3,clouds,spring,18-25,elegant,warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
5.8,7.4,31,0.9,clear,autumn,18-25,elegant,warm,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,1
21.4,16.4,55,14.8,clouds,spring,35-45,business,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
17.0,16.2,51,7.4,clouds,summer,25-35,sporty,normal,informal,Baseball Cap,accessories,15,40,0,3,sporty,1
25.1,26.6,35,2.2,drizzle,spring,45+,casual,very_warm,informal,Summer Dress,upper,20,35,1,6,elegant,1
28.9,30.4,72,3.5,clouds,spring,35-45,business,cold,informal,Summer Dress,upper,20,35,1,6,elegant,0
5.2,4.7,44,10.2,clouds,autumn,35-45,casual,normal,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
16.2,14.3,35,3.8,rain,spring,35-45,business,very_warm,semi_formal,Raincoat,outerwear,5,25,3,4,casual,1
16.8,15.1,81,12.2,clear,autumn,35-45,business,normal,informal,Winter Jacket,outerwear,-5,10,7,5,casual,0
30.9,32.7,69,3.0,clear,summer,35-45,elegant,normal,informal,Swim Shorts,lower,28,45,1,1,sporty,1
12.9,13.7,81,8.0,clouds,autumn,35-45,casual,very_cold,informal,Oxford Shoes,footwear,5,35,2,10,business,1
10.2,9.4,59,1.4,clear,spring,45+,elegant,normal,formal,Summer Dress,upper,20,35,1,6,elegant,0
-2.9,-7.0,88,11.0,snow,winter,25-35,casual,very_cold,formal,Scarf,accessories,-30,10,7,6,elegant,1
8.8,8.5,72,0.9,clouds,summer,18-25,business,very_warm,semi_formal,Dress Pants,lower,10,30,3,9,business,0
12.2,8.2,70,6.0,clear,winter,35-45,business,normal,formal,Linen Shirt,upper,22,38,1,7,business,0
13.7,12.6,39,11.4,rain,spring,35-45,casual,normal,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
17.5,19.4,76,2.8,clouds,spring,25-35,sporty,very_warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,1
26.6,21.7,77,12.4,clear,summer,18-25,sporty,very_cold,informal,Tank Top,upper,25,45,1,2,casual,1
3.2,2.4,50,1.9,clear,autumn,25-35,business,warm,informal,Sandals,footwear,22,45,1,2,casual,0
0.8,0.3,71,12.3,clear,winter,45+,casual,warm,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
23.8,20.9,59,6.8,clear,summer,25-35,casual,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
24.2,21.2,81,8.5,clouds,summer,35-45,business,normal,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
32.8,31.3,58,4.9,clouds,summer,18-25,elegant,cold,semi_formal,Chinos,lower,10,28,3,7,business,0
11.6,13.3,82,5.7,clouds,autumn,35-45,elegant,cold,informal,Jeans,lower,-5,25,4,5,casual,1
9.2,6.2,42,7.5,clouds,autumn,18-25,elegant,very_warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
5.6,0.6,69,10.4,clouds,spring,45+,business,very_cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
-11.2,-12.4,77,8.2,snow,winter,25-35,sporty,very_warm,informal,Cardigan,upper,5,18,5,6,casual,0
11.2,7.6,83,14.2,clear,spring,18-25,elegant,warm,informal,Polo Shirt,upper,15,28,2,6,casual,0
11.7,9.2,36,8.7,snow,winter,35-45,casual,normal,informal,Light Jacket,outerwear,10,20,4,6,casual,1
-9.9,-14.0,40,12.4,clouds,winter,25-35,business,normal,formal,Scarf,accessories,-30,10,7,6,elegant,1
-8.8,-10.4,93,11.4,clouds,spring,25-35,elegant,cold,semi_formal,Chinos,lower,10,28,3,7,business,0
-19.4,-22.5,39,1.0,clouds,winter,25-35,casual,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
5.1,3.0,55,5.4,rain,autumn,18-25,business,very_warm,semi_formal,Sandals,footwear,22,45,1,2,casual,0
30.1,31.5,85,0.1,clear,summer,35-45,elegant,very_warm,formal,Down Jacket,outerwear,-25,5,9,5,casual,0
8.2,7.2,94,12.8,clouds,winter,18-25,business,cold,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
26.5,27.8,68,5.4,rain,spring,18-25,sporty,very_warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
19.2,16.5,63,10.5,clouds,summer,45+,casual,very_cold,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
-14.5,-15.6,45,10.1,snow,winter,18-25,sporty,very_warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
-2.9,-3.7,53,7.4,snow,winter,35-45,sporty,cold,formal,Scarf,accessories,-30,10,7,6,elegant,1
2.5,-1.1,67,13.6,clouds,spring,35-45,business,very_cold,formal,Down Jacket,outerwear,-25,5,9,5,casual,1
-8.1,-8.7,80,8.5,clouds,winter,25-35,sporty,normal,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
10.9,10.0,52,3.7,snow,spring,45+,sporty,very_warm,formal,Down Jacket,outerwear,-25,5,9,5,casual,0
6.5,4.8,55,8.6,clear,autumn,35-45,business,warm,informal,Summer Dress,upper,20,35,1,6,elegant,0
-0.8,0.0,90,7.1,clouds,autumn,18-25,casual,very_warm,informal,Blazer,outerwear,15,28,3,9,business,0
25.2,26.6,33,2.6,clouds,spring,25-35,business,cold,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
5.6,7.4,87,3.8,rain,autumn,18-25,casual,very_cold,formal,Dress Pants,lower,10,30,3,9,business,0
-0.4,0.4,51,6.2,clouds,winter,45+,casual,normal,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
34.0,34.6,59,7.0,rain,summer,35-45,business,normal,informal,Sandals,footwear,22,45,1,2,casual,0
2.1,1.0,35,12.3,clear,autumn,18-25,elegant,warm,informal,Tank Top,upper,25,45,1,2,casual,0
24.4,24.4,79,11.8,rain,summer,35-45,sporty,very_warm,formal,Shorts,lower,20,40,1,3,casual,1
13.1,11.9,44,12.7,clouds,spring,35-45,casual,very_cold,informal,Hoodie,upper,8,20,5,3,sporty,1
-11.6,-12.5,43,9.6,snow,winter,18-25,elegant,warm,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
9.1,8.5,78,3.1,snow,winter,18-25,casual,normal,formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
17.8,16.1,38,14.0,rain,spring,45+,sporty,very_warm,informal,Raincoat,outerwear,5,25,3,4,casual,1
12.4,9.7,62,3.4,rain,autumn,35-45,sporty,cold,formal,Summer Dress,upper,20,35,1,6,elegant,0
17.9,17.2,53,0.4,clouds,spring,18-25,business,very_warm,semi_formal,Polo Shirt,upper,15,28,2,6,casual,1
20.9,19.2,31,8.3,clear,spring,45+,business,cold,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,0
9.2,11.1,91,1.7,clear,spring,45+,casual,normal,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
27.5,27.0,53,9.3,clear,summer,45+,elegant,normal,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
7.0,8.2,81,6.7,clouds,winter,18-25,sporty,very_warm,informal,T-Shirt,upper,18,35,1,3,casual,0
20.3,19.3,84,6.9,clear,spring,45+,elegant,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,1
24.6,19.5,55,11.1,clear,summer,35-45,business,warm,informal,Shorts,lower,20,40,1,3,casual,1
18.4,15.3,68,3.5,clear,winter,45+,sporty,very_cold,informal,Chinos,lower,10,28,3,7,business,0
12.0,8.9,43,1.9,clouds,spring,45+,sporty,very_warm,formal,Blazer,outerwear,15,28,3,9,business,0
40.0,39.7,76,7.0,clear,summer,45+,casual,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
23.4,23.6,80,10.9,clouds,summer,25-35,casual,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,1
12.5,9.5,92,2.9,clear,autumn,45+,elegant,normal,formal,Oxford Shoes,footwear,5,35,2,10,business,1
17.0,17.1,57,10.0,snow,autumn,45+,sporty,very_warm,formal,Baseball Cap,accessories,15,40,0,3,sporty,1
15.6,16.2,76,8.0,rain,summer,25-35,casual,very_cold,formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
10.0,9.5,48,4.5,rain,autumn,18-25,elegant,cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,0
8.4,6.6,88,9.0,snow,spring,35-45,business,cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
13.8,15.7,89,1.4,clouds,summer,18-25,elegant,cold,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
25.8,27.0,58,6.7,clouds,summer,35-45,business,cold,formal,Dress Pants,lower,10,30,3,9,business,1
14.0,11.6,60,1.8,rain,spring,45+,elegant,very_warm,formal,Winter Hat,accessories,-30,5,8,4,casual,0
-11.3,-10.6,58,0.6,snow,winter,25-35,sporty,very_warm,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
4.0,1.7,64,4.2,clear,spring,35-45,business,cold,informal,Jeans,lower,-5,25,4,5,casual,1
28.2,24.3,47,12.1,rain,spring,45+,business,warm,formal,Suit,upper,15,28,3,10,business,1
11.4,10.0,88,1.5,drizzle,spring,45+,sporty,warm,formal,Gloves,accessories,-30,5,8,5,casual,0
4.4,3.2,32,9.7,clear,autumn,18-25,sporty,very_warm,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
-8.0,-11.2,64,1.0,clouds,winter,35-45,casual,very_cold,informal,Jeans,lower,-5,25,4,5,casual,1
7.5,5.3,78,7.9,snow,winter,35-45,elegant,cold,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
8.7,11.4,57,0.7,rain,spring,45+,business,warm,formal,Suit,upper,15,28,3,10,business,0
22.3,21.1,86,2.7,clouds,summer,45+,elegant,very_cold,formal,Blazer,outerwear,15,28,3,9,business,1
12.8,14.0,67,6.8,clear,autumn,35-45,casual,normal,informal,Scarf,accessories,-30,10,7,6,elegant,1
23.4,24.9,55,2.8,clear,spring,18-25,elegant,warm,informal,Linen Shirt,upper,22,38,1,7,business,1
2.9,-0.6,83,3.9,clouds,winter,18-25,elegant,warm,semi_formal,Baseball Cap,accessories,15,40,0,3,sporty,0
21.2,18.2,86,1.4,clear,summer,45+,casual,very_cold,formal,Suit,upper,15,28,3,10,business,1
16.1,18.1,92,1.2,clouds,spring,18-25,sporty,very_warm,formal,Chinos,lower,10,28,3,7,business,1
17.4,15.6,93,5.7,clouds,autumn,45+,elegant,normal,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
11.8,11.1,79,12.9,clear,autumn,35-45,business,cold,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
26.6,24.4,80,3.0,clear,summer,45+,casual,very_cold,semi_formal,Polo Shirt,upper,15,28,2,6,casual,1
17.8,17.6,43,4.5,rain,spring,18-25,sporty,very_warm,informal,Winter Boots,footwear,-30,5,9,5,casual,0
-9.4,-10.1,44,12.0,clear,winter,25-35,sporty,normal,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
15.0,13.5,59,12.0,drizzle,autumn,35-45,business,very_cold,formal,Sneakers,footwear,5,35,3,4,casual,0
8.6,7.4,34,12.3,clouds,winter,25-35,sporty,normal,formal,Gloves,accessories,-30,5,8,5,casual,0
24.4,24.7,48,9.6,clear,summer,35-45,business,warm,informal,Raincoat,outerwear,5,25,3,4,casual,1
11.2,10.8,82,11.6,clouds,autumn,25-35,elegant,very_warm,informal,Summer Dress,upper,20,35,1,6,elegant,0
1.4,-0.8,62,6.2,snow,winter,45+,casual,very_warm,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
4.7,1.5,85,4.5,clouds,autumn,25-35,elegant,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-11.0,-11.6,43,5.7,clear,winter,25-35,business,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
3.8,4.4,65,5.3,drizzle,autumn,18-25,sporty,very_warm,semi_formal,Sandals,footwear,22,45,1,2,casual,0
0.8,1.1,48,9.0,clear,spring,25-35,casual,warm,formal,Scarf,accessories,-30,10,7,6,elegant,1
